774822/name/0	King Ludwig Beerhall
3171948/name/0	DimDimSum Dim Sum Specialty Store
3171948/address/0	7 Tin Lok Lane, Causeway Bay, Wan Chai
3171948/cuisine/0	Chinese
3171948/cuisine/1	Asian
3171948/dietary_restrictions/0	Vegetarian Friendly
3171948/location/0	Wan Chai / Causeway Bay
3171948/location/1	Hong Kong Island
3200529/name/0	Koh Tomyums
3200529/address/0	105B, Block A, D Deck
3200529/cuisine/0	Asian
3200529/cuisine/1	Thai
3200529/dietary_restrictions/0	Vegetarian Friendly
3200529/dietary_restrictions/1	Vegan Options
3200529/dietary_restrictions/2	Gluten Free Options
3200529/location/0	New Territories
3200529/location/1	Islands District
3200529/location/2	Discovery Bay
3237777/name/0	Tea WG at IFC Mall
3237777/address/0	Podium Level One IFC Mall, Shop 1022-1023, 1 Harbour View Street Central Shop 1022, Podium Level 1, ifc mall
3237777/cuisine/0	Deli
3237777/dietary_restrictions/0	None
3237777/location/0	Central
3237777/location/1	Central District
3237777/location/2	Hong Kong Island
3254253/name/0	Brotzeit German Bier Bar & Restaurant
3254253/address/0	Shop G6/UG16 TST Centre, 66 Mody Road, Tsim Sha Tsui East, Kowloon
3254253/cuisine/0	German
3254253/cuisine/1	Bar
3254253/cuisine/2	European
3254253/cuisine/3	Central European
3254253/dietary_restrictions/0	None
3254253/location/0	Tsim Sha Tsui
3254253/location/1	Kowloon
3254253/location/2	Yau Tsim Mong District
3267122/name/0	DiVino Patio
3267122/address/0	Shop 11, 1/F, Causeway Centre, No. 28 Harbour Road
3267122/cuisine/0	Italian
3267122/cuisine/1	European
3267122/cuisine/2	Wine Bar
3267122/dietary_restrictions/0	Vegetarian Friendly
3267122/dietary_restrictions/1	Vegan Options
3267122/dietary_restrictions/2	Gluten Free Options
3267122/location/0	Wan Chai / Causeway Bay
3267122/location/1	Hong Kong Island
3267122/location/2	Hennessy Road
3309467/name/0	DimDimSum Dim Sum Specialty Store
3309467/address/0	112 Tung Choi Street
3309467/cuisine/0	Chinese
3309467/cuisine/1	Asian
3309467/dietary_restrictions/0	None
3309467/location/0	Mong Kok
3309467/location/1	Kowloon
3309467/location/2	Yau Tsim Mong District
3325786/name/0	Crystal Jade La Mian Xiao Long Bao
3325786/address/0	280 Gloucester Road, Causeway Bay Shop P416-418, Level Four, World Trade Centre, Causeway Bay
3325786/cuisine/0	Chinese
3325786/cuisine/1	Asian
3325786/dietary_restrictions/0	Vegetarian Friendly
3325786/location/0	Wan Chai / Causeway Bay
3325786/location/1	Hong Kong Island
3327180/name/0	Deli and Wine
3327180/address/0	G/F, Restaurant Block, Hong Kong Cultural Centre, 10 Salisbury Road, Tsim Sha Tsui
3327180/cuisine/0	Cafe
3327180/cuisine/1	International
3327180/dietary_restrictions/0	None
3327180/location/0	Tsim Sha Tsui
3327180/location/1	Kowloon
3327180/location/2	Yau Tsim Mong District
3330314/name/0	Islamic Centre Canteen
3330314/address/0	40 Salvation Amy Street, Wan Chai 5/F, Masjid Ammar And Osman Ramju Sadick Islamic Centre
3330314/cuisine/0	Chinese
3330314/cuisine/1	Asian
3330314/dietary_restrictions/0	Vegetarian Friendly
3330314/dietary_restrictions/1	Vegan Options
3330314/dietary_restrictions/2	Halal
3330314/location/0	Wan Chai / Causeway Bay
3330314/location/1	Hong Kong Island
3334870/name/0	Pizzeria Jacomax
3334870/address/0	shop c,88 Commercial Building, 38-42 Wing lok Street, Sheungwan
3334870/cuisine/0	Italian
3334870/cuisine/1	Pizza
3334870/dietary_restrictions/0	Vegetarian Friendly
3334870/location/0	Sheung Wan
3334870/location/1	Central District
3334870/location/2	Hong Kong Island
3342762/name/0	Golden Leaf, Conrad Hong Kong
3342762/address/0	No 88 Queensway, Pacific Place
3342762/cuisine/0	Chinese
3342762/cuisine/1	Asian
3342762/dietary_restrictions/0	Vegetarian Friendly
3342762/location/0	Hong Kong Island
3342762/location/1	Tai Fat Hau
3357342/name/0	Ba Sushi & Japanese Food
3357342/address/0	No.14 Burrows Street
3357342/cuisine/0	Japanese
3357342/cuisine/1	Sushi
3357342/cuisine/2	Asian
3357342/dietary_restrictions/0	Vegetarian Friendly
3357342/location/0	Wan Chai / Causeway Bay
3357342/location/1	Hong Kong Island
3374784/name/0	Handi Indian Restaurant
3374784/address/0	G/Fl, No. 8 Ha Ling Pei Tsuen, Tung Chung Road
3374784/cuisine/0	Indian
3374784/cuisine/1	Asian
3374784/dietary_restrictions/0	Vegetarian Friendly
3374784/dietary_restrictions/1	Vegan Options
3374784/location/0	Lantau Island
3374784/location/1	New Territories
3374784/location/2	Islands District
3381588/name/0	King's Belly
3381588/address/0	No. 6 Wan Tau Kok Lane, Shop C, Mei Fung Bldg.
3381588/cuisine/0	Bar
3381588/cuisine/1	Pub
3381588/cuisine/2	British
3381588/dietary_restrictions/0	None
3381588/location/0	New Territories
3381588/location/1	Tai Po
3381588/location/2	Tai Po Hui
3433013/name/0	Deer Horn Restaurant & Bar
3433013/address/0	Shop 11 G/F Mui Wo Centre, 3 Ngan Wan Road, Mui Wo
3433013/cuisine/0	Nepali
3433013/cuisine/1	Asian
3433013/dietary_restrictions/0	Vegetarian Friendly
3433013/dietary_restrictions/1	Vegan Options
3433013/location/0	Lantau Island
3433013/location/1	New Territories
3433013/location/2	Islands District
3440144/name/0	Pampas Argentinian Steakhouse
3440144/address/0	36 Elgin Street, SoHo, Central
3440144/cuisine/0	Steakhouse
3440144/cuisine/1	Latin
3440144/cuisine/2	Argentinean
3440144/dietary_restrictions/0	None
3440144/location/0	Central
3440144/location/1	Central District
3440144/location/2	Hong Kong Island
3441883/name/0	Panash
3441883/address/0	Isquare, 63 nathan Road, kowloon
3441883/cuisine/0	Cafe
3441883/cuisine/1	International
3441883/dietary_restrictions/0	None
3441883/location/0	Tsim Sha Tsui
3441883/location/1	Kowloon
3441883/location/2	Yau Tsim Mong District
3451381/name/0	Empire City Roasted Duck
3451381/address/0	Shop 221, Level 2, K11 Art Mall, No.18 Hanoi Road, Tsim Sha Tsui
3451381/cuisine/0	Chinese
3451381/cuisine/1	Asian
3451381/dietary_restrictions/0	None
3451381/location/0	Tsim Sha Tsui
3451381/location/1	Kowloon
3451381/location/2	Yau Tsim Mong District
3457001/name/0	Blue Bar at Four Seasons
3457001/address/0	Four Seasons Lobby Level, 8 Finance Street
3457001/cuisine/0	Bar
3457001/cuisine/1	Contemporary
3457001/dietary_restrictions/0	Vegetarian Friendly
3457001/dietary_restrictions/1	Vegan Options
3457001/dietary_restrictions/2	Gluten Free Options
3457001/location/0	Central
3457001/location/1	Central District
3457001/location/2	Hong Kong Island
3469397/name/0	Cafe, Hyatt Regency Hong Kong, Tsim Sha Tsui
3469397/address/0	18 Hanoi Road, Tsim Sha Tsui, Kowloon
3469397/cuisine/0	International
3469397/cuisine/1	Asian
3469397/dietary_restrictions/0	Vegetarian Friendly
3469397/dietary_restrictions/1	Vegan Options
3469397/dietary_restrictions/2	Gluten Free Options
3469397/location/0	Tsim Sha Tsui
3469397/location/1	Kowloon
3469397/location/2	Yau Tsim Mong District
3478010/name/0	Kanizen
3478010/address/0	3 Thomson Road, Wan Chai G/f
3478010/cuisine/0	Seafood
3478010/cuisine/1	Japanese
3478010/cuisine/2	Asian
3478010/dietary_restrictions/0	None
3478010/location/0	Wan Chai / Causeway Bay
3478010/location/1	Hong Kong Island
3478010/location/2	Tai Fat Hau
3508245/name/0	Smugglers Inn
3508245/address/0	90A Stanley Main Street, Stanley G/f
3508245/cuisine/0	American
3508245/cuisine/1	British
3508245/cuisine/2	Pub
3508245/dietary_restrictions/0	None
3508245/location/0	Stanley
3508245/location/1	Hong Kong Island
3508245/location/2	Southern District
3511961/name/0	The Cafe
3511961/address/0	20 Nathan Road, Tsim Sha Tsui 2/F, Sheraton Hong Kong Hotel & Towers
3511961/cuisine/0	Chinese
3511961/cuisine/1	International
3511961/dietary_restrictions/0	Vegetarian Friendly
3511961/dietary_restrictions/1	Vegan Options
3511961/dietary_restrictions/2	Gluten Free Options
3511961/location/0	Tsim Sha Tsui
3511961/location/1	Kowloon
3511961/location/2	Yau Tsim Mong District
3539939/name/0	Tuk Tuk Thai Restaurant
3539939/address/0	G/F, 30 Graham Street Central
3539939/cuisine/0	Asian
3539939/cuisine/1	Thai
3539939/dietary_restrictions/0	Vegetarian Friendly
3539939/location/0	Central
3539939/location/1	Central District
3539939/location/2	Hong Kong Island
3554134/name/0	Brickhouse
3554134/address/0	G/F, 20A D'Aguilar St, Central
3554134/cuisine/0	Mexican
3554134/cuisine/1	Latin
3554134/cuisine/2	Bar
3554134/cuisine/3	Street Food
3554134/dietary_restrictions/0	Vegetarian Friendly
3554134/dietary_restrictions/1	Gluten Free Options
3554134/location/0	Central
3554134/location/1	Central District
3554134/location/2	Hong Kong Island
3554138/name/0	Giando Italian Restaurant & Bar
3554138/address/0	Shop 1, G/F Tower 1 Starcrest, 9 Star Street, Wanchai Near pacific place 3, Hong Kong NA China
3554138/cuisine/0	Italian
3554138/cuisine/1	Mediterranean
3554138/cuisine/2	European
3554138/dietary_restrictions/0	Vegan Options
3554138/dietary_restrictions/1	Gluten Free Options
3554138/dietary_restrictions/2	Vegetarian Friendly
3554138/location/0	Hong Kong Island
3554138/location/1	Tai Fat Hau
3554146/name/0	L'aLtro
3554146/address/0	10/F, the L.Place, No. 139 Queen's Road Central
3554146/cuisine/0	Italian
3554146/dietary_restrictions/0	None
3554146/location/0	Central
3554146/location/1	Central District
3554146/location/2	Hong Kong Island
3569076/name/0	La Cabane Wine Bistro
3569076/address/0	G/F 62 hollywood road Central
3569076/cuisine/0	French
3569076/cuisine/1	European
3569076/cuisine/2	Wine Bar
3569076/dietary_restrictions/0	Vegetarian Friendly
3569076/location/0	Central
3569076/location/1	Central District
3569076/location/2	Hong Kong Island
3600498/name/0	Cafe 103
3600498/address/0	1 Austin Road West International Commerce Centre
3600498/cuisine/0	Seafood
3600498/cuisine/1	Cafe
3600498/cuisine/2	International
3600498/dietary_restrictions/0	Vegetarian Friendly
3600498/dietary_restrictions/1	Vegan Options
3600498/dietary_restrictions/2	Gluten Free Options
3600498/location/0	Kowloon
3600498/location/1	Yau Tsim Mong District
3602169/name/0	The Night Market
3602169/address/0	6-7/F 11 Stanley Street
3602169/cuisine/0	Chinese
3602169/cuisine/1	Asian
3602169/cuisine/2	Taiwanese
3602169/dietary_restrictions/0	None
3602169/location/0	Kowloon
3602169/location/1	Yau Tsim Mong District
3602180/name/0	22 Ships
3602180/address/0	No.22 Ship Street, Wan Chai
3602180/cuisine/0	Spanish
3602180/dietary_restrictions/0	Vegetarian Friendly
3602180/dietary_restrictions/1	Gluten Free Options
3602180/location/0	Wan Chai / Causeway Bay
3602180/location/1	Hong Kong Island
3602180/location/2	Tai Fat Hau
3602181/name/0	Tequila Jack's
3602181/address/0	33-35 Chatham Road South
3602181/cuisine/0	Mexican
3602181/cuisine/1	Southwestern
3602181/cuisine/2	Pub
3602181/cuisine/3	Bar
3602181/dietary_restrictions/0	Vegetarian Friendly
3602181/location/0	Tsim Sha Tsui
3602181/location/1	Kowloon
3602181/location/2	Yau Tsim Mong District
3604656/name/0	The Spaghetti House
3604656/address/0	1/f, 57 Peking Road, Tsimshatsui
3604656/cuisine/0	Italian
3604656/cuisine/1	Pizza
3604656/cuisine/2	European
3604656/dietary_restrictions/0	Vegetarian Friendly
3604656/location/0	Tsim Sha Tsui
3604656/location/1	Kowloon
3604656/location/2	Yau Tsim Mong District
3608454/name/0	Westwood Carvery
3608454/address/0	G/F 2 Wo on Lane Lan Kwai Fong
3608454/cuisine/0	Steakhouse
3608454/cuisine/1	American
3608454/cuisine/2	Bar
3608454/cuisine/3	Pub
3608454/dietary_restrictions/0	None
3608454/location/0	Central
3608454/location/1	Central District
3608454/location/2	Hong Kong Island
3639657/name/0	Trattoria Caffe' Monteverdi
3639657/address/0	6/A G/F High Street Sai Ying Pun
3639657/cuisine/0	Italian
3639657/cuisine/1	European
3639657/dietary_restrictions/0	Vegetarian Friendly
3639657/dietary_restrictions/1	Gluten Free Options
3639657/location/0	Western (Sai Wan)
3639657/location/1	Hong Kong Island
3639657/location/2	Western District
3647962/name/0	La Rotisserie - Sheung Wan
3647962/address/0	G/F, 33 Hillier Street, Sheung Wan
3647962/cuisine/0	French
3647962/dietary_restrictions/0	None
3647962/location/0	Hong Kong Island
3647962/location/1	Hennessy Road
3650672/name/0	Palm Court Lounge
3650672/address/0	8 Peking Road Tsim Sha Tsui
3650672/cuisine/0	British
3650672/dietary_restrictions/0	None
3650672/location/0	Tsim Sha Tsui
3650672/location/1	Kowloon
3650672/location/2	Yau Tsim Mong District
3653989/name/0	Al Forno Pizzeria
3653989/address/0	Shop 2, King Ho Bldg, 41-49 Aberdeen St., Central
3653989/cuisine/0	Italian
3653989/cuisine/1	Pizza
3653989/dietary_restrictions/0	Vegetarian Friendly
3653989/dietary_restrictions/1	Vegan Options
3653989/location/0	Central
3653989/location/1	Mid Levels
3653989/location/2	Hong Kong Island
3653989/location/3	Central District
3667675/name/0	Antipasto - Elgin street
3667675/address/0	No.25 Elgin Street, SoHo, Central Soho Central
3667675/cuisine/0	Italian
3667675/cuisine/1	European
3667675/dietary_restrictions/0	None
3667675/location/0	Central
3667675/location/1	Central District
3667675/location/2	Hong Kong Island
3676672/name/0	Ying vegetarian
3676672/address/0	No.61 Temple Street
3676672/cuisine/0	Chinese
3676672/cuisine/1	Asian
3676672/dietary_restrictions/0	Vegetarian Friendly
3676672/dietary_restrictions/1	Vegan Options
3676672/location/0	Jordan / Yau Ma Tei
3676672/location/1	Kowloon
3676672/location/2	Yau Tsim Mong District
3682370/name/0	Rocco's Pizzeria
3682370/address/0	G/F, Mirror Tower, 61 Mody Road
3682370/cuisine/0	Pizza
3682370/cuisine/1	Italian
3682370/dietary_restrictions/0	Vegetarian Friendly
3682370/location/0	Tsim Sha Tsui
3682370/location/1	Kowloon
3682370/location/2	Yau Tsim Mong District
3688894/name/0	Ocean Empire Food Shop Yau Ma Tei
3688894/address/0	Yau Ma Tei MTR station
3688894/cuisine/0	Chinese
3688894/cuisine/1	Fast Food
3688894/cuisine/2	Asian
3688894/dietary_restrictions/0	Vegetarian Friendly
3688894/location/0	Jordan / Yau Ma Tei
3688894/location/1	Kowloon
3688894/location/2	Yau Tsim Mong District
3725113/name/0	FRITES Belgium on Tap
3725113/address/0	Shop 6, 1/F Causeway Centre, No.28 Harbour Road, Wan Chai
3725113/cuisine/0	Belgian
3725113/cuisine/1	Bar
3725113/cuisine/2	Pub
3725113/cuisine/3	European
3725113/dietary_restrictions/0	Vegetarian Friendly
3725113/location/0	Wan Chai / Causeway Bay
3725113/location/1	Hong Kong Island
3725113/location/2	Hennessy Road
3725269/name/0	Warung Malang
3725269/address/0	2/F, Dragon Rise, 9-11 Pennington Street
3725269/cuisine/0	Asian
3725269/cuisine/1	Indonesian
3725269/dietary_restrictions/0	Halal
3725269/location/0	Wan Chai / Causeway Bay
3725269/location/1	Hong Kong Island
3747806/name/0	Ka Ka Lok Fast Food
3747806/address/0	16 Ashley Road,, Tsim Sha Tsui
3747806/cuisine/0	Fast Food
3747806/cuisine/1	Asian
3747806/dietary_restrictions/0	None
3747806/location/0	Tsim Sha Tsui
3747806/location/1	Kowloon
3747806/location/2	Yau Tsim Mong District
3749242/name/0	Sun Thai Restaurant Wan Chai
3749242/address/0	2/F, W Square, No.314-324 Hennessy Road Wan Chai
3749242/cuisine/0	Asian
3749242/cuisine/1	Thai
3749242/dietary_restrictions/0	Vegetarian Friendly
3749242/location/0	Wan Chai / Causeway Bay
3749242/location/1	Hong Kong Island
3749262/name/0	Tim Ho Wan Sham Shui Po
3749262/address/0	G/F, 9-11 Fuk Wing Street
3749262/cuisine/0	Chinese
3749262/cuisine/1	Asian
3749262/dietary_restrictions/0	None
3749262/location/0	Sham Shui Po District
3749262/location/1	Nam Cheong
3749262/location/2	Kowloon
3762986/name/0	Tapas Bar
3762986/address/0	Lobby Level, Kowloon Shangri-La Hong Kong No. 64, Mody Road, Tsimshatsui East, Kowloon
3762986/cuisine/0	European
3762986/cuisine/1	Spanish
3762986/cuisine/2	Bar
3762986/cuisine/3	International
3762986/cuisine/4	Wine Bar
3762986/dietary_restrictions/0	None
3762986/location/0	Tsim Sha Tsui
3762986/location/1	Kowloon
3762986/location/2	Yau Tsim Mong District
3763003/name/0	Solera Restaurant and Bar
3763003/address/0	Shop 101, DB Plaza Discovery Bay
3763003/cuisine/0	Mediterranean
3763003/cuisine/1	Spanish
3763003/dietary_restrictions/0	None
3763003/location/0	New Territories
3763003/location/1	Islands District
3763003/location/2	Discovery Bay
3767664/name/0	Havana Bar
3767664/address/0	21 D'Aguilar Street, 4 Floor, Lan Kwai Fong, Central The Plaza Building, Hong Kong - China
3767664/cuisine/0	Latin
3767664/cuisine/1	Bar
3767664/cuisine/2	Caribbean
3767664/cuisine/3	Cuban
3767664/dietary_restrictions/0	Vegetarian Friendly
3767664/location/0	Central
3767664/location/1	Central District
3767664/location/2	Hong Kong Island
3782457/name/0	Mango Tree
3782457/address/0	Shop 2032, ELEMENTS, 1 Austin Road West, Tsim Sha Tsui, Kowloon Kowloon
3782457/cuisine/0	Asian
3782457/cuisine/1	Thai
3782457/dietary_restrictions/0	Vegetarian Friendly
3782457/dietary_restrictions/1	Vegan Options
3782457/location/0	Kowloon
3782457/location/1	Yau Tsim Mong District
3782468/name/0	Yonge Piggies
3782468/address/0	G/F, 1 Jervois Street
3782468/cuisine/0	Fast Food
3782468/cuisine/1	American
3782468/dietary_restrictions/0	None
3782468/location/0	Sheung Wan
3782468/location/1	Central District
3782468/location/2	Hong Kong Island
3784289/name/0	Teppanyaki Sessyu
3784289/address/0	8/F Cubus, 1 Hoi Ping Road Causeway Bay
3784289/cuisine/0	Japanese
3784289/cuisine/1	Asian
3784289/dietary_restrictions/0	None
3784289/location/0	Wan Chai / Causeway Bay
3784289/location/1	Hong Kong Island
3800750/name/0	Ebeneezer's Kebab & Pizzerria Tsim Sha Tsui
3800750/address/0	Shop G01C, G/F, Astoria Building, 24-38 Ashley Road, Tsim Sha Tsui
3800750/cuisine/0	Indian
3800750/cuisine/1	Fast Food
3800750/cuisine/2	Middle Eastern
3800750/dietary_restrictions/0	Vegetarian Friendly
3800750/dietary_restrictions/1	Vegan Options
3800750/dietary_restrictions/2	Halal
3800750/location/0	Tsim Sha Tsui
3800750/location/1	Kowloon
3800750/location/2	Yau Tsim Mong District
3805294/name/0	The Great Indian Kebab Factory Central
3805294/address/0	19th Floor, Wellington Place 2-8 Wellington Street, Central
3805294/cuisine/0	Indian
3805294/cuisine/1	Asian
3805294/dietary_restrictions/0	Vegetarian Friendly
3805294/dietary_restrictions/1	Vegan Options
3805294/location/0	Central
3805294/location/1	Central District
3805294/location/2	Hong Kong Island
3831756/name/0	Les Fils a Maman Hong Kong
3831756/address/0	75 Hollywood Road, Central
3831756/cuisine/0	French
3831756/cuisine/1	European
3831756/dietary_restrictions/0	None
3831756/location/0	Central
3831756/location/1	Central District
